DATEAPRECV,DCSTAT,KEYVAL,OBJECTID,PROPOSAL,REFVAL,PROPNO,CREATEDBY,MODIFIEDBY,DATE_CREATED,DATE_MODIFIED,STATUS,TRANSACTION_TYPE,SYMBOL,MAP_AREA,X,Y,DECSN,OFFCODE,DCAPPTYP,DCAREATM,DATEAPVAL,MAP_X,MAP_Y,LATITUDE,LONGITUDE,SE_ANNO_CAD_DATA,DCPREAPP
2025/02/17 00:00:00+00,NOB,SRTYZVSJLL000,12649923,Fell 1no. Cedar tree in a Conservation Area,25/00294/TCA,000HOQSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/20 10:30:44+00,2025/02/20 10:30:44+00,1,NONE,1,953.10380796,459347,453069,NOB,MSTUBB,TCA,GREEN,2025/02/17 00:00:00+00,459347,453069,53.9702959690562,-1.09677141183469,,F
2025/02/17 00:00:00+00,NOB,SRTZ04SJLL200,12649924,Repollard 1no. London Plane tree to previous points - tree works in a Conservation Area,25/00295/TCA,001QXESJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/20 10:46:51+00,2025/02/20 10:46:51+00,1,NONE,1,1877.70297779,461064,448819,NOB,MSTUBB,TCA,GREEN,2025/02/17 00:00:00+00,461064,448819,53.9319036415474,-1.07144894054444,,F
2025/02/06 00:00:00+00,HAPP,SR9L8YSJ0GB00,12649928,Single storey rear extension following demolition of conservatory,25/00219/FUL,HZCQ6GSJ20018,lharrisonDC2,lharrisonDC2,2025/02/06 13:58:34+00,2025/02/06 13:58:34+00,1,NONE,1,303.64734999,456480,450537,HAPP,LWARSA,FUL,WEST,2025/02/07 00:00:00+00,456480.43666104,450536.66997023,53.9478590808452,-1.14093311886557,,F
2025/02/19 00:00:00+00,PER,SRXWLZSJLMU00,12649929,Non-material amendment to permitted application 24/00474/FUL to include a raised area external to the substation and stepped access into both the substation and adjoining LV switchroom,25/00325/NONMAT,0013NYSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 14:16:32+00,2025/02/20 14:16:32+00,1,NONE,1,5613.25479031,463861,452017,PER,SP,NONMAT,EAST,2025/02/19 00:00:00+00,463861,452017,53.9603055197735,-1.02818803724029,,F
2025/02/20 00:00:00+00,HAPP,SRZK3TSJ0GB00,12649930,"Single storey rear extension, single storey side extension, and hip to gable roof extension with rear dormer.",25/00338/FUL,HZCPZCSJ20048,lharrisonDCDC,lharrisonDCDC,2025/02/20 14:31:29+00,2025/02/20 14:31:29+00,1,NONE,1,437.72650652,456516,450383,HAPP,LWARSA,FUL,WEST,2025/03/03 00:00:00+00,456516,450383,53.9464742176223,-1.14041972006798,,F
2025/02/20 00:00:00+00,CER,SRZ28FSJLN300,12649931,Certificate of lawfulness for use as House in Multiple Occupation (Use Class C4) with up to 6 occupants,25/00328/CLU,0003C8SJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 14:43:57+00,2025/02/20 14:43:57+00,1,NONE,1,106.48315836,459865,452883,CER,TSCARS,CLU,WEST,2025/03/24 00:00:00+00,459865,452883,53.9685648758315,-1.08891229320943,,F
2025/02/20 00:00:00+00,HAPP,SRZ28RSJLN500,12649932,Single storey rear extension,25/00329/FUL,000WRYSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 14:57:03+00,2025/02/20 14:57:03+00,1,NONE,1,195.76499258,457350,452336,HAPP,LWARSA,FUL,WEST,2025/02/21 00:00:00+00,457350,452336,53.963933638643,-1.12734835244685,,F
2025/02/20 00:00:00+00,HREF,SRZALNSJLN800,12649933,Two storey side extension,25/00330/FUL,0019W8SJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 15:04:26+00,2025/02/20 15:04:26+00,1,NONE,1,240.27525482,461767,452399,HREF,AGALLI,FUL,EAST,2025/02/21 00:00:00+00,461767,452399,53.9639921637451,-1.06002048353557,,F
2025/02/19 00:00:00+00,NOB,SRX7NISJLMB00,12649934,"Various crown pruning, lifting works to 2no. Sycamore trees in a Conservation Area",25/00317/TCA,000GK0SJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 15:22:29+00,2025/02/20 15:22:29+00,1,NONE,1,3021.30097081,459487,447768,NOB,MSTUBB,TCA,GREEN,2025/02/19 00:00:00+00,459487,447768,53.9226418940941,-1.09566830414074,,F
2025/02/17 00:00:00+00,NOB,SRZN4KSJ0GB00,12649935,"Pollard 1no. Holly and 1no. Hawthorn to approximately 2 metres- Crown reduce 1no. Copper Beech by 15-20%, crown thin by 10%, and crown lift to 5m- Crown reduce by 10% and Crown thin by 20%.1no. Crimson King Maple - tree works as a Conservation Area.",25/00340/TCA,0005FOSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 15:35:23+00,2025/02/20 15:35:23+00,1,NONE,1,884.67402266,455708,453949,NOB,MSTUBB,TCA,GREEN,2025/02/17 00:00:00+00,455708,453949,53.978608293602,-1.1520788252459,,F
2025/02/20 00:00:00+00,REF,SRZIZ6SJLNJ00,12649936,"Certificate of lawfulness for proposed development of a hip to gable roof extension, dormer to rear, alterations to 2no. chimneys and solar panels to front",25/00336/CPD,002DLUSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 15:47:26+00,2025/02/20 15:47:26+00,1,NONE,1,560.08216326,458651,449271,REF,SFRANC,CPD,WEST,2025/02/21 00:00:00+00,458651,449271,53.9362439998214,-1.10810863700887,,F
2025/02/05 00:00:00+00,CER,SR7QXQSJLEQ00,12649942,"Certificate of lawfulness for proposed development of a single storey rear extension, dormer to rear, 1no rooflight to front and an outbuilding to rear yard",25/00213/CPD,001KDISJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/05 14:46:52+00,2025/02/05 14:47:15+00,1,NONE,1,132.35108922,461889,451628,CER,PE,CPD,EAST,2025/02/06 00:00:00+00,461889,451628,53.9570490194028,-1.05831733327739,,F
2025/02/05 00:00:00+00,HAPP,SR7QXASJLEO00,12649943,Erection of a detached greenhouse to side,25/00212/FUL,0005FOSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/05 15:19:22+00,2025/02/05 15:19:22+00,1,NONE,1,879.46264114,455708,453949,HAPP,SFRANC,FUL,WEST,2025/02/19 00:00:00+00,455708,453949,53.978608293602,-1.1520788252459,,F
2025/02/07 00:00:00+00,PCO,SRBG9USJLGE00,12649944,Fell 1no. Ash tree in a Conservation Area,25/00228/TCA,000URMSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/12 12:07:31+00,2025/02/12 12:07:31+00,1,NONE,1,160.59669439,466768,452375,,MSTUBB,TCA,GREEN,2025/02/07 00:00:00+00,466768,452375,53.9631562255747,-.98381199358875,,F
2025/02/11 00:00:00+00,PER,SRIMN4SJLHW00,12649945,Non-material amendment to permitted application 23/01765/FULM to alter car parking including EV Charging  and  provide detail of cycle storage facilities  in respect of Padel Tennis proposal,25/00248/NONMAT,0017I6SJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/13 10:36:45+00,2025/02/13 10:36:45+00,1,NONE,1,6298.85037487,459074,455366,PER,EMAT,NONMAT,WEST,2025/02/11 00:00:00+00,459074,455366,53.9909693240696,-1.1004881145011,,F
2025/04/14 00:00:00+00,PER,SUPTUUSJMG800,12649946,Erection of an agricultural building to accommodate livestock,25/00786/FUL,HYBP1ESJ10000,lharrisonDC2,lharrisonDC2,2025/04/15 08:27:08+00,2025/04/15 08:27:08+00,1,NONE,1,571.82617169,452509,453782,PER,EPOT,FUL,WEST,2025/04/15 00:00:00+00,452509.10288312,453781.81680982,53.9774399637144,-1.20087748742931,,F
2025/04/14 00:00:00+00,INVNOD,SUPLHOSJMFZ00,12649947,New signage scheme,25/00782/FUL,000MI8SJBU000,lharrisonDC2,lharrisonDC2,2025/04/15 08:50:09+00,2025/04/15 08:50:09+00,1,NONE,1,357.69546728,459647,451728,INVNOD,SP,FUL,WEST,,459646.56133728,451727.96692036,53.9582102733311,-1.09246713089406,,F
2025/04/14 00:00:00+00,PER,SUPLI1SJMG100,12649948,"Display of 2no. non-illuminated fascia signs, 2no. non-illuminated black board signs and vinyl decals to windows",25/00783/ADV,000MI8SJBU000,lharrisonDC2,lharrisonDC2,2025/04/15 08:57:30+00,2025/04/15 08:57:30+00,1,NONE,1,361.11922666,459646,451728,PER,SP,ADV,WEST,2025/04/15 00:00:00+00,459646.48532088,451728.08632469,53.9582113551157,-1.09246826593458,,F
2025/03/24 00:00:00+00,HAPP,STMBQ2SJM3T00,12649949,"Replacement windows throughout, conversion of integral garage to habitable space and erection of bicycle store to rear",25/00587/FUL,002DXJSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 09:54:50+00,2025/03/24 09:54:50+00,1,NONE,1,103.89224316,460678,452305,HAPP,EPOT,FUL,EAST,2025/03/25 00:00:00+00,460678.39606019,452304.89743929,53.9632751195484,-1.07662953814662,,F
2025/03/24 00:00:00+00,HAPP,STMBP4SJM3R00,12649950,"Two storey side extension, single storey front/rear extensions and demolition of detached garage",25/00586/FUL,000EUWSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 10:09:53+00,2025/03/24 10:09:53+00,1,NONE,1,378.987,469738,447905,HAPP,AGALLI,FUL,EAST,2025/03/25 00:00:00+00,469738.21904664,447904.96692474,53.9225963673357,-.939567459004968,,F
2025/03/24 00:00:00+00,HAPP,STMBOUSJM3P00,12649951,"Single storey rear extension, two dormers to rear, replacement of timber windows with uPVC windows at the rear only and relocation roof light to front",25/00585/FUL,001R3CSJBU000,jbarnettDC2,jbarnettDC2,2025/03/24 10:16:23+00,2025/03/24 10:16:23+00,1,NONE,1,270.875554,461086,449151,HAPP,KSTRET,FUL,EAST,2025/03/25 00:00:00+00,461085.66851005,449151.38713069,53.9348881107073,-1.07105264137942,,F
2025/03/20 00:00:00+00,NOC,STEWZDSJM2F00,12649952,Prune new growth from 1no. Willow tree back to previous reduction points - protected by Tree Preservation Order no.48,25/00565/TPO,000W36SJBU000,jbarnettDC2,jbarnettDC2,2025/03/24 11:06:31+00,2025/03/24 11:06:31+00,1,NONE,1,180.7554425,459561,453119,NOC,MSTUBB,TPO,GREEN,2025/03/20 00:00:00+00,459561.18981955,453118.82729139,53.9707191670153,-1.09349692340551,,F
2025/03/24 00:00:00+00,WDN,STMBQESJM3V00,12649953,Certificate of lawfulness for proposed development of single storey rear extension,25/00588/CPD,000BLJSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 11:27:51+00,2025/03/24 11:27:51+00,1,NONE,1,117.1377,460235,450768,WDN,LWARSA,CPD,WEST,2025/03/25 00:00:00+00,460235.04471623,450768.36063244,53.9495186513564,-1.08368887277707,,F
2025/03/24 00:00:00+00,HAPP,STMBR3SJM4100,12649954,Single storey detached outbuilding to rear garden - resubmission,25/00591/FUL,001DAKSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 11:44:49+00,2025/03/24 11:44:49+00,1,NONE,1,810.59145213,456589,451463,HAPP,CWRIGH,FUL,WEST,2025/04/04 00:00:00+00,456588.51163964,451463.19606266,53.9561737185897,-1.1391152234705,,F
2025/03/24 00:00:00+00,HAPP,STMBQLSJM3X00,12649955,Dormer to front,25/00589/FUL,000GNHSJBU000,jbarnettDC2,jbarnettDC2,2025/03/24 12:38:28+00,2025/03/24 12:38:28+00,1,NONE,1,296.7038,461532,448217,HAPP,PE,FUL,EAST,2025/05/02 00:00:00+00,461532.23390216,448216.71275595,53.9264358296178,-1.06443955657141,,F
2025/03/24 00:00:00+00,HAPP,STMBSWSJM4300,12649956,Two storey and single storey rear extensions,25/00592/FUL,001PJJSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 13:48:42+00,2025/03/24 13:48:42+00,1,NONE,1,414.25588219,463001,451785,HAPP,KSTRET,FUL,EAST,2025/06/30 00:00:00+00,463000.73136208,451785.12628058,53.9583270912349,-1.04134507480541,,F
2025/03/24 00:00:00+00,PER,STMJX2SJM4600,12649957,Installation of lead clad timber louvers over ventilation extract to existing lead clad gablet,25/00593/FUL,000ULFSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 16:15:02+00,2025/03/24 16:15:02+00,1,NONE,1,83.943548,460457,452130,PER,ORICHA,FUL,EAST,2025/03/25 00:00:00+00,460457.3113939,452129.86240384,53.9617279980051,-1.08003345227218,,F
2025/03/24 00:00:00+00,HAPP,STN09RSJ0GB00,12649958,"Single storey front/side extension, hip to gable roof extension with rear dormer and 2no. rooflights to front roofslope",25/00596/FUL,000X1PSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 17:01:10+00,2025/03/24 17:01:10+00,1,NONE,1,227.26,457287,452357,HAPP,SFRANC,FUL,WEST,2025/03/25 00:00:00+00,457286.62874981,452356.80996716,53.9641276593945,-1.12831024505699,,F
2025/03/24 00:00:00+00,PER,STN143SJ0GB00,12649959,External works to replace conservatory roof,25/00601/LBC,0029GSSJBU000,lharrisonDC2,lharrisonDC2,2025/03/24 17:18:38+00,2025/03/24 17:18:38+00,1,NONE,1,750.11839766,461529,452748,PER,ORICHA,LBC,EAST,2025/04/01 00:00:00+00,461529.49274957,452747.82234012,53.9671551116902,-1.06356984606783,,F
2025/03/26 00:00:00+00,HAPP,STQ9CDSJM6700,12649960,Extension and conversion of existing garage to habitable space,25/00628/FUL,000HRFSJBU000,lharrisonDC2,lharrisonDC2,2025/03/27 09:38:24+00,2025/03/27 09:38:24+00,1,NONE,1,333.50015,468462,445171,HAPP,AGALLI,FUL,EAST,2025/05/16 00:00:00+00,468461.75321266,445171.0476492,53.8981985313355,-.959611575042481,,F
2025/03/26 00:00:00+00,PDE,STRZL4SJ0FL00,12649961,Hip to gable roof extension with dormer to rear,25/00644/FUL,0018LKSJBU000,jbarnettDC2,jbarnettDC2,2025/03/27 09:41:23+00,2025/03/27 09:41:23+00,1,NONE,1,343.8564,457164,450834,,SFRANC,FUL,WEST,2025/04/10 00:00:00+00,457164.20755764,450833.97158334,53.9504559166913,-1.13046071686107,,F
2025/03/26 00:00:00+00,REF,STQHLESJM6C00,12649962,"Conversion from office (Use Class E) to 5no. flats (Use Class C3), single storey rear extension and associated alterations to fenestration",25/00631/FUL,001WGYSJBU000,lharrisonDC2,lharrisonDC2,2025/03/27 09:58:00+00,2025/03/27 09:58:00+00,1,NONE,1,720.48982887,462903,451749,REF,SJ,FUL,EAST,2025/04/17 00:00:00+00,462903.46929314,451748.68752975,53.9580114495406,-1.04283463742574,,F
2025/02/17 00:00:00+00,HAPP,SRTZ0BSJLL400,12649968,Single storey rear extension and part conversion of garage to living accommodation,25/00296/FUL,001B4BSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/19 08:23:10+00,2025/02/19 08:23:10+00,1,NONE,1,597.04677542,467518,444774,HAPP,AGALLI,FUL,EAST,2025/02/18 00:00:00+00,467518,444774,53.89475406503,-.974058759502521,,F
2025/02/17 00:00:00+00,HAPP,SRU3BTSJ0FL00,12649969,Two storey rear extension,25/00298/FUL,001C2RSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/19 09:08:08+00,2025/02/19 09:08:08+00,1,NONE,1,513.21358534,460139,445554,HAPP,AGALLI,FUL,EAST,2025/03/28 00:00:00+00,460139,445554,53.9026703379563,-1.08617595252065,,F
2025/02/17 00:00:00+00,PER,SRU7B2SJLLB00,12649970,Erection of 1no. block of 4no. flats (use class C3) with associated infrastructure,25/00301/FUL,001444SJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/19 09:39:34+00,2025/02/19 09:39:34+00,1,NONE,1,816.2623835,459889,453015,PER,EPOT,FUL,WEST,2025/02/18 00:00:00+00,459889,453015,53.9697483281996,-1.08852061261957,,F
2025/02/17 00:00:00+00,HAPP,SRU7BQSJLLF00,12649971,"Two storey and single storey side extension, single storey rear extension and extended bay window to front",25/00303/FUL,000Y9HSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/19 11:40:25+00,2025/02/19 11:40:25+00,1,NONE,1,828.51279289,460595,449540,HAPP,KSTRET,FUL,EAST,2025/02/18 00:00:00+00,460595,449540,53.9384379581973,-1.07844831819595,,F
2025/02/17 00:00:00+00,PERLHE,SRVULUSJ0FL00,12649972,"Erection of single storey extension extending 4.3 metres beyond the rear wall of the original house, with a height to the eaves of 2.4 metres and a total height of 3.7 metres",25/00309/LHE,00289VSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/19 12:16:53+00,2025/02/19 12:16:53+00,1,NONE,1,210.25173505,458096,449531,PERLHE,LWARSA,LHE,WEST,2025/03/05 00:00:00+00,458096,449531,53.9386429851226,-1.11651199524316,,F
2025/02/18 00:00:00+00,HAPP,SRVCXRSJLLO00,12649973,First floor rear and single storey side extensions,25/00305/FUL,001ASLSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/19 12:30:08+00,2025/02/19 12:30:08+00,1,NONE,1,582.49372979,465473,455908,HAPP,KSTRET,FUL,EAST,2025/02/19 00:00:00+00,465473,455908,53.9950701516587,-1.00278923472468,,F
2025/04/17 00:00:00+00,HAPP,SUUX5ZSJMHZ00,12649974,Two storey side extension and conversion of detached garage to garden room,25/00805/FUL,000RB2SJBU000,jbarnettDC2,jbarnettDC2,2025/04/17 10:27:47+00,2025/04/17 10:27:47+00,1,NONE,1,302.39871,456682,446807,HAPP,CWRIGH,FUL,WEST,2025/04/18 00:00:00+00,456681.60196944,446806.92811914,53.9143189218941,-1.13855885425994,,F
2025/02/20 00:00:00+00,CER,SRZAMJSJLNA00,12649975,Certificate of lawfulness for use as House in Multiple Occupation (Use Class C4) with up to 6 occupants.,25/00331/CLU,001T1XSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 16:41:52+00,2025/02/20 16:41:52+00,1,NONE,1,284.10720451,462799,450959,CER,KSTRET,CLU,EAST,2025/02/26 00:00:00+00,462799,450959,53.9509276156244,-1.04458871942607,,F
2025/02/20 00:00:00+00,PER,SRZAMZSJLNC00,12649976,Display of 1no. non-illuminated fascia sign,25/00332/ADV,001XQOSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 16:49:39+00,2025/02/20 16:49:39+00,1,NONE,1,35.58275909,460342,451637,PER,LCRIPP,ADV,EAST,2025/03/07 00:00:00+00,460342,451637,53.9573123005883,-1.08188801030734,,F
2025/02/25 00:00:00+00,HAPP,SS8JYBSJLPR00,12649977,Single storey rear extension,25/00377/FUL,0026Q9SJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/25 11:59:14+00,2025/02/25 11:59:14+00,1,NONE,1,531.34074076,456819,449628,HAPP,LWARSA,FUL,WEST,2025/04/16 00:00:00+00,456819,449628,53.9396561406288,-1.13594403476432,,F
2025/02/25 00:00:00+00,REF,SS8SA7SJLPY00,12649978,Change of use from small House in Multiple Occupation (use class C4) to large House in Multiple Occupation (Sui generis) and single storey front/rear extensions - retrospective,25/00382/FUL,0025MFSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/25 15:19:19+00,2025/02/25 15:29:04+00,1,NONE,1,227.07823598,459737,453257,REF,TSCARS,FUL,WEST,2025/02/26 00:00:00+00,459737,453257,53.9719406236211,-1.09079010156589,,F
2025/02/26 00:00:00+00,HAPP,SSA6BQSJLQK00,12649979,"Single storey front and rear extensions, dormer to the rear roof slope and alterations to fenestration",25/00388/FUL,000D0MSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/26 11:10:10+00,2025/02/26 11:10:10+00,1,NONE,1,299.79878952,462053,455604,HAPP,AGALLI,FUL,EAST,2025/02/27 00:00:00+00,462053,455604,53.9927596026549,-1.05501041742939,,F
2025/02/19 00:00:00+00,PER,SRXWLNSJLMS00,12649980,Provision of electric vehicle charging bays and associated works,25/00324/FUL,00230SSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/20 13:58:55+00,2025/02/26 11:30:47+00,1,NONE,1,2139.15635314,459438,455647,PER,EMAT,FUL,WEST,2025/02/27 00:00:00+00,459438,455647,53.993452880698,-1.09488237081716,,F
2025/02/26 00:00:00+00,HAPP,SSA6CFSJLQO00,12649981,Hip to gable roof extension and dormer to rear,25/00390/FUL,0001HVSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/26 12:44:35+00,2025/02/26 12:44:35+00,1,NONE,1,278.06679832,462516,452534,HAPP,SFRANC,FUL,EAST,2025/02/27 00:00:00+00,462516,452534,53.9651155165338,-1.04857814685956,,F
2025/02/25 00:00:00+00,NOC,SS8BN8SJLP800,12649982,Fell 3no. Beech trees protected by Tree Preservation Order no. 61,25/00368/TPO,001LESSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/26 13:43:04+00,2025/02/26 13:43:04+00,1,NONE,1,651.33481815,461857,450998,NOC,MSTUBB,TPO,GREEN,2025/02/25 00:00:00+00,461857,450998,53.9513913400937,-1.05893239114638,,F
2025/02/26 00:00:00+00,INVNOD,SSAQYZSJ0GB00,12649983,"First floor side extension, single storey rear extension and front canopy",25/00400/FUL,000VBUSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/26 15:34:56+00,2025/02/26 15:34:56+00,1,NONE,1,322.75911946,462067,453404,INVNOD,CWRIGH,FUL,EAST,,462067,453404,53.9729877264253,-1.05524429782812,,F
2025/02/26 00:00:00+00,PER,SSAMYISJLR000,12649984,Replacement of refrigeration plant on roof of existing supermarket,25/00395/FUL,JY18Z6SJ05Y00,lharrisonDCDC,lharrisonDCDC,2025/02/26 15:53:49+00,2025/02/26 15:53:49+00,1,NONE,1,57.42567951,461048,452049,PER,SJ,FUL,EAST,2025/02/27 00:00:00+00,461048,452049,53.960932082242,-1.07104797681031,,F
2025/02/26 00:00:00+00,HAPP,SSAMYYSJLR200,12649985,"Two storey side extension, single storey rear extension and detached store to rear",25/00396/FUL,0013J6SJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/26 16:05:53+00,2025/02/26 16:05:53+00,1,NONE,1,364.53532214,463331,451979,HAPP,CWRIGH,FUL,EAST,2025/03/06 00:00:00+00,463331,451979,53.9600290743299,-1.03627233025025,,F
2025/02/26 00:00:00+00,PER,SSAN0CSJLR600,12649986,Internal and external alterations to 12-18 High Petergate,25/00398/LBC,000UGISJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/26 16:26:31+00,2025/02/26 16:26:31+00,1,NONE,1,247.71779066,460168,452209,PER,LCRIPP,LBC,EAST,2025/03/07 00:00:00+00,460168,452209,53.9624728413072,-1.08442676280183,,F
2025/02/25 00:00:00+00,NOC,SS90OESJLQ900,12649987,Crown reduce height and spread of 1no. Oak tree by 1.5 - 2 metres- Remove epicormic growth and major dead wood - protected by Tree Preservation Order no. 111/1988,25/00384/TPO,001AJSSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/27 09:46:08+00,2025/02/27 09:46:08+00,1,NONE,1,342.23802808,465424,455789,NOC,MSTUBB,TPO,GREEN,2025/02/25 00:00:00+00,465424,455789,53.9940069784305,-1.00356206614845,,F
2025/03/26 00:00:00+00,HAPP,STQPX9SJM6F00,12650000,Single storey rear extension,25/00633/FUL,0004HYSJBU000,jbarnettDC2,jbarnettDC2,2025/03/27 10:20:58+00,2025/03/27 10:20:58+00,1,NONE,1,98.4681025,459112,451327,HAPP,TSCARS,FUL,WEST,2025/03/27 00:00:00+00,459111.96384309,451327.08794233,53.9546689721492,-1.10069085858746,,F
2025/03/26 00:00:00+00,PER,STQQ02SJM6L00,12650001,Conversion of the garage into a habitable room with associated external alterations and removal of conservatory,25/00636/FUL,001KJGSJBU000,lharrisonDC2,lharrisonDC2,2025/03/27 10:16:12+00,2025/03/27 10:16:12+00,1,NONE,1,779.0709815,460887,449966,PER,AGALLI,FUL,EAST,2025/03/27 00:00:00+00,460886.58414157,449966.04636138,53.942232506685,-1.07392250815033,,F
2025/03/26 00:00:00+00,PER,STQPXBSJM6G00,12650002,Single storey rear extension and internal alterations.,25/00634/LBC,0004HYSJBU000,jbarnettDC2,jbarnettDC2,2025/03/27 10:39:16+00,2025/03/27 10:39:16+00,1,NONE,1,100.3406,459112,451327,PER,TSCARS,LBC,WEST,2025/03/27 00:00:00+00,459111.99223348,451327.06214547,53.9546687370857,-1.10069043099728,,F
2025/03/26 00:00:00+00,WDN,STQPZ3SJM6J00,12650003,"Proposed replacement of retrospective shop frontage, timber fenestration and variation of Condition 3 (large scale details) to permitted application 24/00859/LBC",25/00635/LBC,001X9WSJBU000,jbarnettDC2,jbarnettDC2,2025/03/27 11:01:05+00,2025/03/27 11:01:05+00,1,NONE,1,105.09720272,460301,451658,WDN,SJ,LBC,EAST,2025/03/27 00:00:00+00,460301.25475134,451658.19586929,53.9575075202439,-1.08250469077607,,F
2025/03/27 00:00:00+00,HAPP,STRVNQSJM7000,12650004,"First floor side extension, single storey rear extension and infill porch extension",25/00642/FUL,001OATSJBU000,lharrisonDC2,lharrisonDC2,2025/03/27 11:23:04+00,2025/03/27 11:23:04+00,1,NONE,1,420.1385,460011,450623,HAPP,CWRIGH,FUL,WEST,2025/03/28 00:00:00+00,460011.45801424,450622.83144392,53.9482367671892,-1.08712372934558,,F
